system_id,true_event_class,pred_event_class,flare_prob,transit_prob,master_seed,anomaly_class,label_has_flares,label_has_transit,star_mass,star_teff,star_logg,flare_amplitude,transit_period,transit_radius_earth,drift
sys_0426,both,both,0.9322569966316223,0.8905298113822937,7640083,3,1,1,1.1765625,6218.65559202459,4.230972099747599,1843.001425752043,2.407322721464,7.452044690874636,none
sys_1287,both,both,0.9996376037597656,0.9999996423721313,3739882,3,1,1,0.90234375,5543.725418304804,4.510494280216625,6266.787455405903,4.374816642561595,14.05170044880231,max
sys_0268,neither,neither,0.0003721910761669278,0.2504710555076599,3859504,0,0,0,1.17421875,6233.183512502306,4.244865392118752,0.0,0.0,0.0,none
sys_1333,both,neither,0.006640310399234295,0.193990096449852,4992280,3,1,1,0.9609375,5786.956408989794,4.343387820946185,671.6678767109548,7.78717742357912,0.449901164225276,low
sys_0816,neither,neither,0.0003166058741044253,0.25786468386650085,5350015,0,0,0,1.166015625,6163.826562093754,4.257269284567523,0.0,0.0,0.0,none
sys_1341,neither,neither,0.0006260334048420191,0.2374802976846695,3834033,0,0,0,1.0546875,6016.102360688083,4.322022992241026,0.0,0.0,0.0,high
sys_0520,transit,neither,0.0003806514432653785,0.2543751001358032,4409219,2,0,1,1.166015625,6153.295241541417,4.397393616533147,0.0,19.015553407055062,0.7056202033360457,none
sys_0433,flare,flare,1.0,0.30513226985931396,8451160,1,1,0,1.156640625,6002.220527195948,4.089608236726311,18255.87133862072,0.0,0.0,none
sys_1317,transit,neither,0.0006521076429635286,0.24255293607711792,8965603,2,0,1,1.1765625,6217.183877595592,4.415891779376962,0.0,68.51779017937672,1.4108307444896788,low
sys_0849,transit,neither,0.0005104104056954384,0.24181243777275085,1802635,2,0,1,1.194140625,6452.717819526925,4.161482949425485,0.0,86.86376576982963,0.8629976723248857,none
sys_1488,flare,neither,0.019385604187846184,0.21622952818870544,9264196,1,1,0,1.147265625,6255.60979731738,4.256213571965323,2721.044425997237,0.0,0.0,max
sys_0735,transit,neither,0.0003951751277782023,0.2475961148738861,6193662,2,0,1,0.9609375,5575.921379411127,4.539348309019238,0.0,12.354788614143226,0.7802993346754127,none
sys_0265,both,flare,0.9998213648796082,0.3561703562736511,6146830,3,1,1,1.05,5139.000428272589,4.346750220604956,3986.639887691493,15.829245743225762,1.5426156461645038,none
sys_0512,transit,neither,0.00031778254196979105,0.2605591118335724,1343076,2,0,1,1.1203125,4592.662260590101,4.206059743636043,0.0,4.956551025532239,1.2468126213793878,none
sys_0647,neither,neither,0.000401938654249534,0.24699458479881287,8329449,0,0,0,0.928125,5293.633372084656,4.568283819304757,0.0,0.0,0.0,none
sys_0229,neither,neither,0.0005617903079837561,0.24935969710350037,9243176,0,0,0,1.11328125,6141.451441760511,4.202073246754421,0.0,0.0,0.0,none
sys_1018,both,flare,0.9675869345664978,0.32097136974334717,2032786,3,1,1,0.9375,5393.787302263813,4.547438005152912,804.8435984646534,72.47953381580284,0.4129928889705195,high
sys_0212,flare,flare,0.9995954632759094,0.3270361125469208,5357909,1,1,0,1.15546875,6223.949698055745,4.390512570021849,6371.087208729279,0.0,0.0,none
sys_0125,flare,flare,0.9960525035858154,0.3498269319534302,4280227,1,1,0,0.94453125,5773.96403921335,4.418092141398675,2104.9338458550574,0.0,0.0,none
sys_0074,transit,neither,0.0005933062639087439,0.24934306740760803,4077816,2,0,1,1.1765625,6122.822949326426,4.069400557410865,0.0,4.839676801240384,0.2093815556633353,none
sys_0801,neither,neither,0.00032288191141560674,0.25519436597824097,8537941,0,0,0,1.08515625,6245.969837959042,4.411263343768255,0.0,0.0,0.0,none
sys_0065,flare,flare,0.9999606609344482,0.40556439757347107,3549864,1,1,0,1.03125,6106.936403301146,4.450403658835167,11611.58523572706,0.0,0.0,none
sys_0515,both,flare,0.7764416337013245,0.2982639670372009,9103546,3,1,1,1.0125,4329.8957047200365,3.739333385385738,937.8060363239877,5.152309276686247,1.109069767222664,none
sys_0149,flare,flare,0.9995228052139282,0.3371000587940216,2540764,1,1,0,1.034765625,5888.2814873371535,4.207748491709142,2531.1289955634,0.0,0.0,none
sys_0641,neither,neither,0.00034705421421676874,0.25640174746513367,7173610,0,0,0,1.17421875,6259.243873499966,4.27029192555625,0.0,0.0,0.0,none
sys_0419,both,flare,0.9675890207290649,0.316838800907135,8451338,3,1,1,1.06640625,6004.394114253924,4.364719182961236,1362.5078976575066,4.356028690736385,1.6288526242475012,none
sys_0987,both,flare,0.9992550015449524,0.35396331548690796,5882549,3,1,1,0.95859375,4271.449971231533,3.662197620264748,2581.7532378685964,2.7267027449132386,1.5101623612588515,none
sys_0350,flare,flare,0.9544223546981812,0.3378569781780243,9546487,1,1,0,1.06171875,4461.407684535783,3.698282341298409,762.4501862995704,0.0,0.0,none
sys_0136,transit,neither,0.00048323883675038815,0.24457159638404846,1251693,2,0,1,1.1859375,6466.882591169528,4.227130616181793,0.0,40.29058570930746,1.2703016424581433,none
sys_0173,flare,flare,0.9999997615814209,0.3802820146083832,5629077,1,1,0,0.92109375,5798.284082168755,4.33186837862046,14229.758182740556,0.0,0.0,none
sys_1127,both,flare,0.9986995458602905,0.3423349857330322,8578483,3,1,1,1.003125,5924.688021713366,4.373384808745673,2253.320704109334,23.11711036133537,1.0242661556677402,medium
sys_0167,transit,transit,0.0006201734649948776,0.9277505278587341,5118971,2,0,1,1.021875,5891.853328795001,4.4383471250223625,0.0,29.92484229133932,4.987169238369174,none
sys_0175,transit,neither,0.0002905182191170752,0.25331008434295654,4145969,2,0,1,1.091015625,4494.71341107566,4.265126885328871,0.0,90.34686200074852,0.8583292487668704,none
sys_0254,neither,neither,0.000315698649501428,0.26053526997566223,7361561,0,0,0,1.02421875,5826.007160567264,4.518859659704983,0.0,0.0,0.0,none
sys_1158,flare,neither,0.003018034156411886,0.2136753797531128,6344069,1,1,0,0.9515625,5780.614333335862,4.106767571474678,593.4194696952277,0.0,0.0,max
sys_0631,both,neither,0.3667606711387634,0.2489943653345108,1328081,3,1,1,1.05703125,5933.633749060683,4.214358840569724,703.3325563399007,6.771508015596812,1.964380568589714,none
sys_1311,neither,neither,0.0015071615343913436,0.22306230664253235,8950053,0,0,0,1.18359375,6546.97367332781,4.214084891183275,0.0,0.0,0.0,max
sys_1461,neither,neither,0.019385604187846184,0.21622952818870544,8542170,0,0,0,0.90703125,5445.818156072308,4.54928394786476,0.0,0.0,0.0,max
sys_0962,neither,neither,0.0003516958386171609,0.2571127414703369,2414543,0,0,0,1.0546875,5966.462734532036,4.4248533670499794,0.0,0.0,0.0,none
sys_1301,both,flare,0.9190391302108765,0.3213040232658386,2902334,3,1,1,1.044140625,4839.033941929496,4.362627593253966,898.181460924804,2.327638603950374,0.4218522877939675,medium
sys_0373,transit,transit,0.0003049407678190619,0.5535423755645752,6902488,2,0,1,1.147265625,6202.429462749362,4.219805238263132,0.0,44.40180837491175,4.456401349291112,none
sys_0344,neither,neither,0.0005074582877568901,0.24582664668560028,1561711,0,0,0,0.94921875,5938.688274744593,4.3962152194512445,0.0,0.0,0.0,none
sys_0836,both,flare,0.9249807596206665,0.31230294704437256,6363864,3,1,1,1.18359375,6558.79691780087,4.222301368880204,1091.028987904598,60.85374649513162,1.8709006260824,none
sys_0462,flare,flare,0.9998834133148193,0.3696759343147278,2994170,1,1,0,1.16484375,4456.446279374492,3.827794641442384,4556.815915028481,0.0,0.0,none
sys_1351,both,flare,0.8575246334075928,0.30705294013023376,7374517,3,1,1,1.194140625,6551.885699251694,4.216361040113283,872.2521521201938,8.55567470778169,0.8267069478413562,medium
sys_1467,both,neither,0.019385604187846184,0.21622952818870544,4796452,3,1,1,1.044140625,5838.979879817557,4.432081631709306,695.2281281233971,12.815431207102334,0.9095147289832994,max
sys_0690,neither,neither,0.0005514159565791488,0.24792714416980743,9629814,0,0,0,0.97734375,5674.064396550669,4.432773500237205,0.0,0.0,0.0,none
sys_1121,neither,neither,0.0002451277105137706,0.26058030128479004,7448851,0,0,0,1.1765625,6251.216394388068,4.254729080135326,0.0,0.0,0.0,low
sys_0602,neither,neither,0.0003972293925471604,0.2551889717578888,4448614,0,0,0,1.1296875,6363.919956014198,4.3184454894717,0.0,0.0,0.0,none
sys_0782,both,flare,0.999832272529602,0.3984938859939575,6389404,3,1,1,1.18359375,6570.939336410952,4.388786776399738,8294.932334058663,7.548793854470688,1.596184973177775,none
sys_0870,both,flare,0.9999998807907104,0.44341039657592773,7530184,3,1,1,0.93046875,5790.300651059311,4.4604429505537775,13893.059833552516,19.59938607760133,1.0650350284442092,none
sys_0071,transit,neither,0.00033834355417639017,0.25526198744773865,7765653,2,0,1,1.1847656249999998,6268.653421230299,4.133736791252357,0.0,25.058147839494502,0.617645314154693,none
sys_1244,neither,neither,0.0002184048353228718,0.25907933712005615,5121523,0,0,0,0.90703125,5674.836472038883,4.3637306329957495,0.0,0.0,0.0,low
sys_0961,both,flare,0.9975959658622742,0.3152960538864136,7878319,3,1,1,1.091015625,6039.744579027603,4.373774812710009,3572.06760767688,96.4404555509828,1.12823965388186,none
sys_0811,neither,neither,0.0005431260797195137,0.24911251664161682,8669552,0,0,0,1.10390625,6243.288580642562,4.361663452935683,0.0,0.0,0.0,none
sys_0317,both,flare,0.8061606884002686,0.30725187063217163,3395609,3,1,1,1.1484375,4497.916829612171,4.164332637170558,891.0990049992209,2.6712816129466352,0.9519004741670224,none
sys_1390,transit,transit,0.0029518648516386747,0.9715187549591064,5623661,2,0,1,0.9609375,5710.884432863097,4.148059626869635,0.0,27.377729401079662,7.106469311231364,high
sys_0872,neither,neither,0.0004676676180679351,0.2407618761062622,8520746,0,0,0,1.08515625,6276.43676604317,4.363927241117372,0.0,0.0,0.0,none
sys_1165,transit,neither,0.0012176301097497344,0.33770519495010376,8077725,2,0,1,1.096875,6305.20058680819,4.445688243804146,0.0,6.011890150544749,2.5598580299678093,high
sys_0078,transit,neither,0.000324396591167897,0.24815218150615692,9415498,2,0,1,1.1953125,6500.342756396791,4.386055295998501,0.0,70.51534002643125,1.5946282152008004,none
sys_0917,neither,neither,0.0005987378535792232,0.2449185699224472,5440677,0,0,0,0.9609375,4280.75116013934,3.7441801544586872,0.0,0.0,0.0,none
sys_0047,neither,neither,0.0003749889729078859,0.24988828599452972,6042509,0,0,0,0.95625,5836.134176656165,4.295285466431089,0.0,0.0,0.0,none
sys_0616,neither,neither,0.000398748874431476,0.2488233596086502,6419509,0,0,0,1.06171875,6109.894869365293,4.257057134999837,0.0,0.0,0.0,none
sys_1383,both,flare,0.9954310655593872,0.34998512268066406,1160111,3,1,1,1.02421875,5858.475303777052,4.497214229662887,1339.49577051065,61.72225958234757,0.4930880627399953,high
sys_0106,both,flare,0.9999995231628418,0.3448635935783386,7243737,3,1,1,1.081640625,5673.19206874028,4.3060120225042215,12323.61856152416,4.239538203643196,2.0757349221179013,none
sys_0498,both,flare,0.9999836683273315,0.3475877344608307,7158485,3,1,1,1.04296875,5753.575140325408,4.473026137428638,9897.699207794094,3.647485386657634,2.5817891991501147,none
sys_0632,neither,neither,0.0003634000022429973,0.25299960374832153,7985180,0,0,0,1.0078125,5792.914305535463,4.51392667996562,0.0,0.0,0.0,none
sys_0953,neither,neither,0.0003252953174524009,0.24903126060962677,7990794,0,0,0,0.9609375,5657.193623263161,4.494546592679954,0.0,0.0,0.0,none
sys_1295,neither,neither,0.00032246601767838,0.2555859088897705,9352652,0,0,0,1.044140625,5855.973987446007,4.200555472954173,0.0,0.0,0.0,low
sys_0535,flare,flare,0.9999998807907104,0.3544690012931824,8828825,1,1,0,1.053515625,5100.429644756481,4.312062913696173,10169.435531898496,0.0,0.0,none
sys_0343,transit,neither,0.000419928808696568,0.25029492378234863,2289457,2,0,1,1.05703125,5440.899376277902,4.337479039650008,0.0,10.42169591209822,0.757196846091421,none
sys_0529,neither,neither,0.00046855045366100967,0.2406420260667801,8463392,0,0,0,1.13671875,6338.922724284568,4.26485895525814,0.0,0.0,0.0,none
sys_1293,neither,neither,0.0011978814145550132,0.2277652770280838,2152781,0,0,0,1.1484375,4479.918538673829,3.8661437789036777,0.0,0.0,0.0,medium
sys_0187,transit,neither,0.0005056531517766416,0.38057658076286316,7873635,2,0,1,1.07109375,6065.207980157959,4.386508768451121,0.0,5.975544549715801,2.760595160747643,none
sys_1044,transit,neither,0.0014813916059210896,0.22371172904968262,1854350,2,0,1,0.94921875,5860.278923828221,4.113761075663564,0.0,5.354793164244397,0.8051510716598536,medium
sys_0205,both,both,0.9999998807907104,0.5618838667869568,9957411,3,1,1,0.98671875,5807.625688254323,4.46847315768912,14219.547265984742,14.382254808665634,5.8413497720093925,none
sys_1023,flare,flare,0.9991286396980286,0.35407230257987976,9470219,1,1,0,0.95859375,5563.190814429876,4.546850539988123,2404.205692435921,0.0,0.0,low
sys_0608,flare,flare,1.0,0.3303583264350891,4322710,1,1,0,1.0453125,6082.370742800369,4.281925394337464,17284.35128187138,0.0,0.0,none
sys_1373,both,flare,0.9855776429176331,0.34510135650634766,9677374,3,1,1,0.978515625,4216.514228420806,4.174085103497648,2416.977676368849,23.967403785033568,2.4021038460308364,low
sys_1090,neither,neither,0.001001310651190579,0.23082517087459564,9823088,0,0,0,0.92578125,5625.229019169217,4.220821776851625,0.0,0.0,0.0,high
sys_1080,both,flare,0.9997405409812927,0.34084534645080566,6398834,3,1,1,1.1859375,6464.76822863455,4.391834337903945,5665.94069718534,4.848140988276133,0.8603692237096283,medium
sys_0463,flare,flare,0.9999985694885254,0.40796416997909546,2740784,1,1,0,1.166015625,4404.206937916113,3.8865334633009936,14022.7028616727,0.0,0.0,none
sys_1103,transit,neither,0.0016873321728780866,0.22932854294776917,9395191,2,0,1,1.1015625,5879.877775159556,4.417954229089527,0.0,38.45785291028197,1.4829848306568445,max
sys_0720,flare,flare,0.9996304512023926,0.3431429862976074,8595023,1,1,0,0.9890625,5641.486921178263,4.473518569859858,2615.8525525337536,0.0,0.0,none
sys_1277,neither,neither,0.0009238070924766362,0.2263915091753006,4280922,0,0,0,1.00078125,5874.871627934359,4.333187302223192,0.0,0.0,0.0,high
sys_0019,transit,neither,0.0004407089436426759,0.2604580819606781,9358435,2,0,1,1.10390625,6220.779936562713,4.398542670404321,0.0,8.187342410236717,2.168700715628764,none
sys_0533,flare,flare,0.9999970197677612,0.44777700304985046,4332704,1,1,0,1.096875,6372.990406826757,4.356757021862324,8852.912609483697,0.0,0.0,none
sys_1120,neither,neither,0.001389250042848289,0.23335637152194977,2040908,0,0,0,0.9328125,5865.713106584378,4.439477617363034,0.0,0.0,0.0,low
sys_1235,flare,flare,0.9939534068107605,0.3467476963996887,3243943,1,1,0,1.18828125,6188.207813657381,4.313671108950965,1369.3892010109007,0.0,0.0,medium
sys_0234,flare,neither,0.0018599852919578552,0.21864521503448486,8144796,1,1,0,0.94453125,5816.251519856111,4.329925305031871,1015.7877481024829,0.0,0.0,none
sys_0863,flare,flare,0.9621759653091431,0.3075093924999237,4443301,1,1,0,0.96796875,5610.182489512162,4.482988213709847,2108.271500682923,0.0,0.0,none
sys_1134,flare,flare,0.8643530607223511,0.3016599118709564,4260517,1,1,0,0.97265625,5841.774324635196,4.508819477610774,858.2504091715141,0.0,0.0,low
sys_0940,both,flare,0.9999780654907227,0.3473875820636749,7854467,3,1,1,0.9609375,5773.4790340003765,4.239839179737084,13543.460114247237,31.82348669648822,1.811699678611857,none
sys_1396,transit,neither,0.0005694493884220719,0.24146834015846252,2841117,2,0,1,1.06640625,5988.123999635649,4.227533911016519,0.0,81.3893483761055,1.9236140221402311,medium
sys_0698,neither,neither,0.0003401142021175474,0.25889018177986145,9936640,0,0,0,0.94453125,5674.892401745479,4.50146369007805,0.0,0.0,0.0,none
sys_0527,both,both,0.979150116443634,0.8550414443016052,3615657,3,1,1,1.0171875,5959.063519795866,4.479695999211849,1286.1290818863367,21.644366739302413,5.467445625061145,none
sys_1002,flare,neither,0.019385604187846184,0.21622952818870544,3998883,1,1,0,1.0640625,6283.9842478773,4.255999457412077,14582.203510231664,0.0,0.0,high
sys_0131,both,flare,0.9961024522781372,0.3206513822078705,7575093,3,1,1,1.0640625,6299.062880275473,4.30130601745954,2022.5612943819087,2.249590763293101,1.135035825532141,none
sys_1085,transit,transit,0.010584142059087753,0.9996476173400879,4611163,2,0,1,1.1953125,6489.576670310502,4.399206214432223,0.0,7.5427364135931585,8.58834083789016,high
sys_1050,neither,neither,0.0005626927595585585,0.24590303003787994,1849607,0,0,0,1.0359375,5713.150603861204,4.464138962117456,0.0,0.0,0.0,low
sys_0298,flare,flare,1.0,0.3776191174983978,9115522,1,1,0,1.18359375,6563.029029183672,4.225467020466016,12852.793730289242,0.0,0.0,none
sys_0743,transit,neither,0.00041294097900390625,0.24901892244815826,5019307,2,0,1,1.0078125,5941.189162468544,4.372256739537631,0.0,85.0226944053923,0.3923586073217973,none
sys_1486,transit,neither,0.019385604187846184,0.21622952818870544,1790212,2,0,1,1.1765625,6266.557813928578,4.273492292081929,0.0,49.56651186399275,1.1986386464786922,high
sys_1382,transit,neither,0.002609042916446924,0.21168842911720276,7355308,2,0,1,1.06171875,6110.199431506596,4.374420925535505,0.0,35.17196966458621,1.1390613779549357,max
sys_0201,neither,neither,0.0005513434298336506,0.24619829654693604,1466240,0,0,0,1.0359375,5801.631674339157,4.353288305522484,0.0,0.0,0.0,none
sys_1485,both,neither,0.019385604187846184,0.21622952818870544,9883097,3,1,1,1.1953125,6522.397907072251,4.2538518507789655,5090.384156881838,34.92407919541242,3.050340143071447,medium
sys_1183,transit,neither,0.0005281661287881434,0.24217189848423004,4275760,2,0,1,1.021875,5816.499792777175,4.49490218318466,0.0,2.3969173822130814,0.5548368054697241,high
sys_0788,neither,neither,0.00046473927795886993,0.2500171661376953,9463105,0,0,0,1.09453125,6240.428813754065,4.24242171232947,0.0,0.0,0.0,none
sys_1032,transit,neither,0.0005044936551712453,0.24633707106113434,4194046,2,0,1,1.081640625,6009.786549323694,4.4742879050299855,0.0,77.24208225649377,0.4002881737360458,high
sys_0724,transit,neither,0.000270576128968969,0.2637425363063812,8599090,2,0,1,1.034765625,5772.894193939457,4.501350510103289,0.0,4.49285954237245,0.2104744268903259,none
sys_0612,transit,neither,0.0003456778940744698,0.25426173210144043,7648428,2,0,1,1.16953125,6383.294386752296,4.374088018291092,0.0,2.121672053436416,0.5112103571546683,none
sys_0933,flare,flare,0.911371648311615,0.3041810095310211,8527695,1,1,0,1.1296875,6356.997338659732,4.346848856397403,2710.6392492489504,0.0,0.0,none
sys_1192,both,flare,0.9979865550994873,0.3607189953327179,2788266,3,1,1,0.9890625,5745.373382027931,4.336204248933913,3813.308246948727,15.2552572064543,0.9259975771308911,max
sys_0416,transit,neither,0.0006070159724913538,0.24322712421417236,4721420,2,0,1,1.0078125,5880.035859575789,4.147329078888251,0.0,2.603814167911924,0.3205573282922137,none
sys_1225,neither,neither,0.0015109415398910642,0.22608959674835205,7888785,0,0,0,1.04765625,6187.01434714623,4.392474461868846,0.0,0.0,0.0,max
sys_0866,transit,neither,0.0007110955193638802,0.2393602877855301,8791971,2,0,1,1.147265625,4760.10175278739,4.258146644824542,0.0,2.0481175053640457,0.8792595944008872,none
sys_0161,both,flare,0.9999972581863403,0.2644696831703186,4948683,3,1,1,1.14375,6337.622316308856,4.309554973645066,14285.23338927764,61.63363802065855,1.736656156015203,none
sys_0950,both,both,0.9978501796722412,0.6173200011253357,1116533,3,1,1,1.0546875,5869.583497857518,4.502534858412142,5865.20777236625,19.377097601397857,4.417910180121893,none
sys_0061,both,flare,0.9999970197677612,0.39331912994384766,2581216,3,1,1,0.984375,5879.578657498243,4.459004509781521,8614.382841625029,6.267520685938779,1.027945850211523,none
sys_0369,neither,neither,0.0003930319217033684,0.2504695653915405,7042207,0,0,0,0.903515625,5217.065033637312,4.568674091152937,0.0,0.0,0.0,none
sys_0726,neither,neither,0.00032015112810768187,0.2556192874908447,7706594,0,0,0,1.08515625,6288.491208234306,4.324074636275276,0.0,0.0,0.0,none
sys_0116,flare,flare,0.9978563189506531,0.37434229254722595,9247475,1,1,0,1.1906249999999998,6152.853855925559,4.248324462663857,2424.171294958557,0.0,0.0,none
sys_0052,flare,flare,0.9999996423721313,0.31165680289268494,8758101,1,1,0,1.194140625,6606.883800190749,4.2764076285883,15703.74834481432,0.0,0.0,none
sys_1052,both,flare,0.999873161315918,0.3918209671974182,1363712,3,1,1,0.922265625,5554.772359699997,4.540901410829285,9029.572393322132,13.67660741357744,0.8554925947619976,medium
sys_0570,neither,neither,0.000572055927477777,0.24465501308441162,8479693,0,0,0,1.08984375,5943.179594815585,4.225920205962873,0.0,0.0,0.0,none
sys_0900,both,flare,0.9998636245727539,0.35200074315071106,7306005,3,1,1,1.07109375,6082.697583577409,4.349590669826212,2899.8150140922776,84.46228245898537,3.1675196316318908,none
sys_0267,transit,transit,0.0010464066872373223,0.9635733962059021,3280182,2,0,1,1.11328125,5996.874588362357,4.038550032924896,0.0,10.227426127004238,5.48553013166673,none
sys_0554,transit,neither,0.0006443699821829796,0.2402331382036209,2795870,2,0,1,0.997265625,5966.37967555578,4.3972649279816185,0.0,11.805652006838535,0.3042288380446788,none
sys_1129,transit,neither,0.0007376886787824333,0.23965537548065186,5491955,2,0,1,1.0125,5707.555344299495,4.508565168530691,0.0,2.7993369172770106,1.886586935708332,low
sys_1123,both,both,0.9931235909461975,0.5901167988777161,3968206,3,1,1,0.928125,5588.219391182605,4.354001339797564,1466.3200796064118,71.7570120921763,8.044007725452472,high
